Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/C1/BPPC_1_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_9.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_1_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,188,188,188,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_9.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_1_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,186,186,186,
bettinelli2017/C1/BPPC_1_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,189,189,189,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_1_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,180,180,180,certificates/bettinelli2017/bettinelli2017/C1/BPPC_1_0_10.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_1.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,209,209,209,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,195,195,195,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,184,184,184,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_2.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,184,184,184,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_3.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,208,208,208,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,187,187,187,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_4.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,217,217,217,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,209,209,209,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,199,199,199,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,185,185,185,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_5.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,182,182,182,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_6.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,180,180,180,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_7.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,209,209,209,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,180,180,180,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_8.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,199,199,199,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,184,184,184,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_9.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,207,207,207,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,194,194,194,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_2_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,182,182,182,certificates/bettinelli2017/bettinelli2017/C1/BPPC_2_0_10.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_3_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_1.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.4_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.5_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,210,210,210,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.6_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,203,203,203,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.7_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,200,200,200,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.8_solution.txt
bettinelli2017/C1/BPPC_3_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,190,190,190,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_2.txt_0.9_solution.txt
bettinelli2017/C1/BPPC_3_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_3.txt_0.1_solution.txt
bettinelli2017/C1/BPPC_3_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_3.txt_0.2_solution.txt
bettinelli2017/C1/BPPC_3_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_3.txt_0.3_solution.txt
bettinelli2017/C1/BPPC_3_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,220,220,220,certificates/bettinelli2017/bettinelli2017/C1/BPPC_3_0_3.txt_0.4_solution.txt
